"Date","Day/Eve","Number 1","Number 2","Number 3","GreenBall","DoubleDraw*"
"06/15/2018","D","2","1","6","",""
"06/15/2018","E","7","3","6","",""
"06/14/2018","D","3","8","8","",""
"06/14/2018","E","1","8","9","",""
"06/13/2018","D","7","8","3","",""
"06/13/2018","E","3","1","6","",""
"06/12/2018","D","2","5","2","",""
"06/12/2018","E","9","1","4","",""
"06/11/2018","D","1","5","3","",""
"06/11/2018","E","2","8","7","",""
"06/10/2018","D","1","7","5","",""
"06/10/2018","E","0","7","4","",""
"06/09/2018","D","2","5","8","",""
"06/09/2018","E","6","8","6","",""
"06/08/2018","D","8","0","7","",""
"06/08/2018","E","4","0","4","",""
"06/07/2018","D","5","5","9","",""
"06/07/2018","E","8","7","0","",""
"06/06/2018","D","4","1","2","",""
"06/06/2018","E","7","0","2","",""
"06/05/2018","D","7","2","4","",""
"06/05/2018","E","5","5","3","",""
"06/04/2018","D","8","3","4","",""
"06/04/2018","E","2","1","0","",""
"06/03/2018","D","4","1","4","",""
"06/03/2018","E","9","4","7","",""
"06/02/2018","D","1","0","8","",""
"06/02/2018","E","9","7","4","",""
"06/01/2018","D","5","2","1","",""
"06/01/2018","E","1","7","8","",""
"05/31/2018","D","7","1","2","",""
"05/31/2018","E","6","4","9","",""
"05/30/2018","D","6","4","5","",""
"05/30/2018","E","5","1","7","",""
"05/29/2018","D","4","5","4","",""
"05/29/2018","E","5","9","9","",""
"05/28/2018","D","6","8","8","",""
"05/28/2018","E","1","7","1","",""
"05/27/2018","D","0","0","1","",""
"05/27/2018","E","4","1","2","",""
"05/26/2018","D","5","5","6","",""
"05/26/2018","E","7","0","7","",""
"05/25/2018","D","6","4","6","",""
"05/25/2018","E","1","1","3","",""
"05/24/2018","D","2","6","8","",""
"05/24/2018","E","5","3","5","",""
"05/23/2018","D","1","7","0","",""
"05/23/2018","E","0","1","5","",""
"05/22/2018","D","3","2","4","",""
"05/22/2018","E","8","7","6","",""
"05/21/2018","D","3","7","3","",""
"05/21/2018","E","4","1","3","",""
"05/20/2018","D","0","4","0","",""
"05/20/2018","E","4","2","7","",""
"05/19/2018","D","7","5","9","",""
"05/19/2018","E","0","0","3","",""
"05/18/2018","D","6","3","3","",""
"05/18/2018","E","5","3","8","",""
"05/17/2018","D","8","8","7","",""
"05/17/2018","E","6","7","7","",""
"05/16/2018","D","6","7","0","",""
"05/16/2018","E","6","1","9","",""
"05/15/2018","D","5","9","1","",""
"05/15/2018","E","5","0","7","",""
"05/14/2018","D","7","0","7","",""
"05/14/2018","E","0","7","6","",""
"05/13/2018","D","4","4","8","",""
"05/13/2018","E","0","3","2","",""
"05/12/2018","D","0","8","6","",""
"05/12/2018","E","8","3","8","",""
"05/11/2018","D","4","5","0","",""
"05/11/2018","E","2","2","1","",""
"05/10/2018","D","7","9","2","",""
"05/10/2018","E","7","2","5","",""
"05/09/2018","D","9","8","7","",""
"05/09/2018","E","9","8","3","",""
"05/08/2018","D","7","5","5","",""
"05/08/2018","E","2","7","2","",""
"05/07/2018","D","8","5","5","",""
"05/07/2018","E","3","5","6","",""
"05/06/2018","D","3","0","9","",""
"05/06/2018","E","1","6","0","",""
"05/05/2018","D","2","3","5","",""
"05/05/2018","E","7","4","9","",""
"05/04/2018","D","4","2","6","",""
"05/04/2018","E","2","8","3","",""
"05/03/2018","D","8","1","4","",""
"05/03/2018","E","3","0","3","",""
"05/02/2018","D","6","4","9","",""
"05/02/2018","E","9","7","3","",""
"05/01/2018","D","3","1","3","",""
"05/01/2018","E","5","1","5","",""
"04/30/2018","D","8","9","5","",""
"04/30/2018","E","6","9","5","",""
"04/29/2018","D","0","7","9","",""
"04/29/2018","E","9","8","7","",""
"04/28/2018","D","0","3","8","",""
"04/28/2018","E","8","6","4","",""
"04/27/2018","D","9","0","5","",""
"04/27/2018","E","7","7","4","",""
"04/26/2018","D","2","6","6","",""
"04/26/2018","E","5","1","2","",""
"04/25/2018","D","1","9","8","",""
"04/25/2018","E","1","8","5","",""
"04/24/2018","D","6","2","0","",""
"04/24/2018","E","7","7","6","",""
"04/23/2018","D","5","1","0","",""
"04/23/2018","E","8","0","1","",""
"04/22/2018","D","8","0","5","",""
"04/22/2018","E","5","7","6","",""
"04/21/2018","D","2","9","8","",""
"04/21/2018","E","7","2","8","",""
"04/20/2018","D","8","6","6","",""
"04/20/2018","E","3","9","8","",""
"04/19/2018","D","2","1","7","",""
"04/19/2018","E","4","0","5","",""
"04/18/2018","D","9","5","4","",""
"04/18/2018","E","0","8","1","",""
"04/17/2018","D","3","4","4","",""
"04/17/2018","E","3","5","7","",""
"04/16/2018","D","9","0","1","",""
"04/16/2018","E","4","9","6","",""
"04/15/2018","D","5","0","8","",""
"04/15/2018","E","3","2","3","",""
"04/14/2018","D","5","3","3","",""
"04/14/2018","E","4","0","7","",""
"04/13/2018","D","3","1","8","",""
"04/13/2018","E","2","3","3","",""
"04/12/2018","D","6","2","5","",""
"04/12/2018","E","9","1","9","",""
"04/11/2018","D","3","4","1","",""
"04/11/2018","E","0","0","5","",""
"04/10/2018","D","3","3","3","",""
"04/10/2018","E","1","5","6","",""
"04/09/2018","D","2","7","5","",""
"04/09/2018","E","9","0","7","",""
"04/08/2018","D","6","5","4","",""
"04/08/2018","E","4","2","8","",""
"04/07/2018","D","5","1","5","",""
"04/07/2018","E","7","8","5","",""
"04/06/2018","D","6","3","6","",""
"04/06/2018","E","3","3","7","",""
"04/05/2018","D","4","6","6","",""
"04/05/2018","E","4","2","0","",""
"04/04/2018","D","9","3","3","",""
"04/04/2018","E","1","1","7","",""
"04/03/2018","D","1","9","7","",""
"04/03/2018","E","4","5","4","",""
"04/02/2018","D","7","3","6","",""
"04/02/2018","E","3","8","8","",""
"04/01/2018","D","7","7","7","",""
"04/01/2018","E","7","8","0","",""
"03/31/2018","D","8","8","5","",""
"03/31/2018","E","6","1","6","","W"
"03/30/2018","D","6","8","7","",""
"03/30/2018","E","2","2","4","","W"
"03/29/2018","D","7","0","6","",""
"03/29/2018","E","4","1","2","","W"
"03/28/2018","D","1","2","0","",""
"03/28/2018","E","5","9","7","","W"
"03/27/2018","D","6","7","4","",""
"03/27/2018","E","7","6","2","","W"
"03/26/2018","D","4","3","4","",""
"03/26/2018","E","3","9","0","","R"
"03/26/2018","E","5","1","5","","D"
"03/25/2018","D","6","6","6","",""
"03/25/2018","E","3","7","9","","W"
"03/24/2018","D","9","0","8","",""
"03/24/2018","E","7","1","3","","W"
"03/23/2018","D","1","3","8","",""
"03/23/2018","E","4","0","4","","W"
"03/22/2018","D","5","8","0","",""
"03/22/2018","E","9","5","5","","W"
"03/21/2018","D","8","2","7","",""
"03/21/2018","E","9","5","9","","R"
"03/21/2018","E","2","5","4","","D"
"03/20/2018","D","3","6","8","",""
"03/20/2018","E","1","8","5","","W"
"03/19/2018","D","5","5","7","",""
"03/19/2018","E","6","4","6","","R"
"03/19/2018","E","8","1","7","","D"
"03/18/2018","D","6","0","0","",""
"03/18/2018","E","7","9","4","","W"
"03/17/2018","D","4","7","8","",""
"03/17/2018","E","7","4","6","","W"
"03/16/2018","D","4","1","9","",""
"03/16/2018","E","3","9","2","","W"
"03/15/2018","D","2","4","0","",""
"03/15/2018","E","1","4","3","","R"
"03/15/2018","E","9","8","8","","D"
"03/14/2018","D","4","8","9","",""
"03/14/2018","E","9","9","7","","W"
"03/13/2018","D","4","9","9","",""
"03/13/2018","E","4","1","7","","W"
"03/12/2018","D","2","0","6","",""
"03/12/2018","E","8","3","0","","W"
"03/11/2018","D","0","2","9","",""
"03/11/2018","E","0","1","6","","W"
"03/10/2018","D","9","5","6","",""
"03/10/2018","E","8","3","8","","W"
"03/09/2018","D","7","0","9","",""
"03/09/2018","E","4","3","6","","W"
"03/08/2018","D","6","7","1","",""
"03/08/2018","E","6","9","5","","R"
"03/08/2018","E","4","2","6","","D"
"03/07/2018","D","5","7","5","",""
"03/07/2018","E","8","8","4","","W"
"03/06/2018","D","9","0","0","",""
"03/06/2018","E","7","2","1","","W"
"03/05/2018","D","4","8","0","",""
"03/05/2018","E","0","6","4","","W"
"03/04/2018","D","1","3","5","",""
"03/04/2018","E","6","9","1","","W"
"03/03/2018","D","7","3","0","",""
"03/03/2018","E","5","7","9","","W"
"03/02/2018","D","2","9","4","",""
"03/02/2018","E","0","9","5","","W"
"03/01/2018","D","1","6","0","",""
"03/01/2018","E","2","6","1","","R"
"03/01/2018","E","5","3","4","","D"
"02/28/2018","D","3","5","4","",""
"02/28/2018","E","4","8","2","",""
"02/27/2018","D","3","8","5","",""
"02/27/2018","E","0","9","2","",""
"02/26/2018","D","5","7","5","",""
"02/26/2018","E","1","3","7","",""
"02/25/2018","D","8","2","4","",""
"02/25/2018","E","0","5","9","",""
"02/24/2018","D","5","2","3","",""
"02/24/2018","E","1","4","3","",""
"02/23/2018","D","6","9","0","",""
"02/23/2018","E","1","8","0","",""
"02/22/2018","D","6","6","0","",""
"02/22/2018","E","5","3","3","",""
"02/21/2018","D","9","6","1","",""
"02/21/2018","E","5","2","6","",""
"02/20/2018","D","6","4","5","",""
"02/20/2018","E","0","8","3","",""
"02/19/2018","D","9","3","0","",""
"02/19/2018","E","3","6","2","",""
"02/18/2018","D","8","9","2","",""
"02/18/2018","E","9","6","7","",""
"02/17/2018","D","7","7","4","",""
"02/17/2018","E","0","8","7","",""
"02/16/2018","D","1","2","6","",""
"02/16/2018","E","5","0","9","",""
"02/15/2018","D","3","0","7","",""
"02/15/2018","E","7","3","7","",""
"02/14/2018","D","7","7","3","",""
"02/14/2018","E","1","8","3","",""
"02/13/2018","D","5","7","3","",""
"02/13/2018","E","4","3","9","",""
"02/12/2018","D","3","9","6","",""
"02/12/2018","E","0","6","7","",""
"02/11/2018","D","3","7","3","",""
"02/11/2018","E","7","8","7","",""
"02/10/2018","D","2","5","3","",""
"02/10/2018","E","8","5","8","",""
"02/09/2018","D","9","6","2","",""
"02/09/2018","E","9","7","6","",""
"02/08/2018","D","1","2","5","",""
"02/08/2018","E","9","9","1","",""
"02/07/2018","D","4","4","8","",""
"02/07/2018","E","3","0","6","",""
"02/06/2018","D","6","3","4","",""
"02/06/2018","E","5","7","0","",""
"02/05/2018","D","7","0","5","",""
"02/05/2018","E","3","9","9","",""
"02/04/2018","D","2","7","8","",""
"02/04/2018","E","1","2","3","",""
"02/03/2018","D","1","4","6","",""
"02/03/2018","E","0","0","6","",""
"02/02/2018","D","4","2","4","",""
"02/02/2018","E","9","4","2","",""
"02/01/2018","D","3","9","5","",""
"02/01/2018","E","5","4","3","",""
"01/31/2018","D","1","1","0","",""
"01/31/2018","E","9","9","5","",""
"01/30/2018","D","7","7","0","",""
"01/30/2018","E","5","6","4","",""
"01/29/2018","D","3","5","7","",""
"01/29/2018","E","2","7","8","",""
"01/28/2018","D","1","9","3","",""
"01/28/2018","E","5","2","5","",""
"01/27/2018","D","8","9","5","",""
"01/27/2018","E","8","0","0","",""
"01/26/2018","D","9","9","7","",""
"01/26/2018","E","9","6","7","",""
"01/25/2018","D","0","3","9","",""
"01/25/2018","E","6","2","3","",""
"01/24/2018","D","3","7","8","",""
"01/24/2018","E","3","4","2","",""
"01/23/2018","D","8","6","4","",""
"01/23/2018","E","9","2","5","",""
"01/22/2018","D","5","9","2","",""
"01/22/2018","E","6","5","2","",""
"01/21/2018","D","8","1","4","",""
"01/21/2018","E","0","3","0","",""
"01/20/2018","D","2","0","5","",""
"01/20/2018","E","4","3","5","",""
"01/19/2018","D","5","5","5","",""
"01/19/2018","E","9","5","6","",""
"01/18/2018","D","6","4","9","",""
"01/18/2018","E","0","6","4","",""
"01/17/2018","D","7","1","0","",""
"01/17/2018","E","3","7","1","",""
"01/16/2018","D","0","2","5","",""
"01/16/2018","E","5","2","9","",""
"01/15/2018","D","0","4","9","",""
"01/15/2018","E","8","6","1","",""
"01/14/2018","D","7","0","4","",""
"01/14/2018","E","4","5","2","",""
"01/13/2018","D","8","3","8","",""
"01/13/2018","E","8","5","9","",""
"01/12/2018","D","8","3","9","",""
"01/12/2018","E","2","2","0","",""
"01/11/2018","D","6","3","5","",""
"01/11/2018","E","7","9","0","",""
"01/10/2018","D","5","3","8","",""
"01/10/2018","E","0","7","1","",""
"01/09/2018","D","2","3","1","",""
"01/09/2018","E","3","1","3","",""
"01/08/2018","D","2","6","9","",""
"01/08/2018","E","6","4","7","",""
"01/07/2018","D","1","8","9","",""
"01/07/2018","E","8","4","4","",""
"01/06/2018","D","3","0","7","",""
"01/06/2018","E","5","2","7","",""
"01/05/2018","D","2","6","4","",""
"01/05/2018","E","2","1","4","",""
"01/04/2018","D","6","3","9","",""
"01/04/2018","E","0","6","5","",""
"01/03/2018","D","8","9","5","",""
"01/03/2018","E","5","6","1","",""
"01/02/2018","D","7","8","6","",""
"01/02/2018","E","3","3","7","",""
"01/01/2018","D","6","6","1","",""
"01/01/2018","E","3","1","5","",""
"12/31/2017","D","7","3","1","",""
"12/31/2017","E","2","7","4","",""
"12/30/2017","D","0","0","5","",""
"12/30/2017","E","3","6","7","",""
"12/29/2017","D","9","6","1","",""
"12/29/2017","E","9","3","4","",""
"12/28/2017","D","5","2","4","",""
"12/28/2017","E","1","2","8","",""
"12/27/2017","D","7","5","7","",""
"12/27/2017","E","2","7","8","",""
"12/26/2017","D","6","3","2","",""
"12/26/2017","E","9","6","1","",""
"12/25/2017","D","3","2","1","",""
"12/25/2017","E","6","9","7","",""
"12/24/2017","D","0","1","9","",""
"12/24/2017","E","7","8","2","",""
"12/23/2017","D","9","5","3","",""
"12/23/2017","E","8","1","0","",""
"12/22/2017","D","3","2","6","",""
"12/22/2017","E","6","6","7","",""
"12/21/2017","D","3","0","7","",""
"12/21/2017","E","4","2","0","",""
"12/20/2017","D","1","3","2","",""
"12/20/2017","E","4","3","9","",""
"12/19/2017","D","4","1","3","",""
"12/19/2017","E","7","5","2","",""
"12/18/2017","D","7","3","2","",""
"12/18/2017","E","4","2","7","",""
"12/17/2017","D","7","0","5","",""
"12/17/2017","E","7","0","1","",""
"12/16/2017","D","6","0","5","",""
"12/16/2017","E","6","1","6","",""
"12/15/2017","D","1","1","1","",""
"12/15/2017","E","6","6","3","",""
"12/14/2017","D","3","7","6","",""
"12/14/2017","E","2","3","7","",""
"12/13/2017","D","3","2","8","",""
"12/13/2017","E","9","1","1","",""
"12/12/2017","D","2","7","3","",""
"12/12/2017","E","4","7","0","",""
"12/11/2017","D","3","2","5","",""
"12/11/2017","E","4","3","8","",""
"12/10/2017","D","3","6","3","",""
"12/10/2017","E","2","8","8","",""
"12/09/2017","D","6","3","3","",""
"12/09/2017","E","0","2","8","",""
"12/08/2017","D","0","8","5","",""
"12/08/2017","E","8","5","5","",""
"12/07/2017","D","2","8","1","",""
"12/07/2017","E","7","2","9","",""
"12/06/2017","D","2","1","5","",""
"12/06/2017","E","1","0","2","",""
"12/05/2017","D","2","9","6","",""
"12/05/2017","E","0","6","4","",""
"12/04/2017","D","1","5","1","",""
"12/04/2017","E","4","3","4","",""
"12/03/2017","D","5","0","9","",""
"12/03/2017","E","0","4","4","",""
"12/02/2017","D","9","9","7","",""
"12/02/2017","E","3","7","4","",""
"12/01/2017","D","2","3","0","",""
"12/01/2017","E","2","3","4","",""
"11/30/2017","D","5","3","3","",""
"11/30/2017","E","0","6","1","",""
"11/29/2017","D","9","6","7","",""
"11/29/2017","E","7","4","9","",""
"11/28/2017","D","8","1","4","",""
"11/28/2017","E","7","1","8","",""
"11/27/2017","D","8","6","6","",""
"11/27/2017","E","6","4","9","",""
"11/26/2017","D","8","3","1","",""
"11/26/2017","E","5","9","0","",""
"11/25/2017","D","8","8","1","",""
"11/25/2017","E","4","7","4","",""
"11/24/2017","D","1","8","4","",""
"11/24/2017","E","3","0","8","",""
"11/23/2017","D","7","2","5","",""
"11/23/2017","E","8","9","3","",""
"11/22/2017","D","8","6","1","",""
"11/22/2017","E","4","8","1","",""
"11/21/2017","D","5","5","1","",""
"11/21/2017","E","5","5","8","",""
"11/20/2017","D","2","1","4","",""
"11/20/2017","E","6","5","0","",""
"11/19/2017","D","9","2","5","",""
"11/19/2017","E","5","6","5","",""
"11/18/2017","D","2","7","3","",""
"11/18/2017","E","5","4","9","",""
"11/17/2017","D","5","4","4","",""
"11/17/2017","E","2","0","5","",""
"11/16/2017","D","1","5","6","",""
"11/16/2017","E","4","8","0","",""
"11/15/2017","D","7","2","3","",""
"11/15/2017","E","6","1","8","",""
"11/14/2017","D","9","6","4","",""
"11/14/2017","E","0","9","0","",""
"11/13/2017","D","3","1","4","",""
"11/13/2017","E","8","8","5","",""
"11/12/2017","D","8","5","9","",""
"11/12/2017","E","9","1","6","",""
"11/11/2017","D","1","6","1","",""
"11/11/2017","E","2","4","0","",""
"11/10/2017","D","6","0","4","",""
"11/10/2017","E","3","5","7","",""
"11/09/2017","D","8","3","3","",""
"11/09/2017","E","5","8","3","",""
"11/08/2017","D","6","7","0","",""
"11/08/2017","E","9","6","1","",""
"11/07/2017","D","3","8","4","",""
"11/07/2017","E","9","9","2","",""
"11/06/2017","D","9","8","6","",""
"11/06/2017","E","0","5","7","",""
"11/05/2017","D","2","4","8","",""
"11/05/2017","E","0","9","9","",""
"11/04/2017","D","9","0","0","",""
"11/04/2017","E","5","9","5","",""
"11/03/2017","D","6","2","9","",""
"11/03/2017","E","7","4","8","",""
"11/02/2017","D","6","0","1","",""
"11/02/2017","E","1","4","6","",""
"11/01/2017","D","9","5","7","",""
"11/01/2017","E","6","9","7","",""
"10/31/2017","D","4","5","3","",""
"10/31/2017","E","5","4","5","",""
"10/30/2017","D","6","5","4","",""
"10/30/2017","E","9","2","7","",""
"10/29/2017","D","1","1","7","",""
"10/29/2017","E","1","1","8","",""
"10/28/2017","D","6","9","6","",""
"10/28/2017","E","5","5","3","",""
"10/27/2017","D","6","8","5","",""
"10/27/2017","E","0","7","8","",""
"10/26/2017","D","8","0","2","",""
"10/26/2017","E","1","8","3","",""
"10/25/2017","D","9","9","5","",""
"10/25/2017","E","3","6","6","",""
"10/24/2017","D","8","0","6","",""
"10/24/2017","E","6","0","6","",""
"10/23/2017","D","2","1","4","",""
"10/23/2017","E","9","8","9","",""
"10/22/2017","D","7","8","8","",""
"10/22/2017","E","6","2","6","",""
"10/21/2017","D","2","5","6","",""
"10/21/2017","E","0","5","4","",""
"10/20/2017","D","1","1","3","",""
"10/20/2017","E","6","4","1","",""
"10/19/2017","D","7","7","7","",""
"10/19/2017","E","7","0","6","",""
"10/18/2017","D","7","2","6","",""
"10/18/2017","E","5","2","2","",""
"10/17/2017","D","4","4","2","",""
"10/17/2017","E","6","8","3","",""
"10/16/2017","D","5","1","8","",""
"10/16/2017","E","9","0","1","",""
"10/15/2017","D","1","2","2","",""
"10/15/2017","E","6","5","4","",""
"10/14/2017","D","3","0","5","",""
"10/14/2017","E","6","2","2","",""
"10/13/2017","D","0","4","6","",""
"10/13/2017","E","0","5","5","",""
"10/12/2017","D","9","5","3","",""
"10/12/2017","E","0","4","8","",""
"10/11/2017","D","8","7","0","",""
"10/11/2017","E","9","9","4","",""
"10/10/2017","D","3","4","0","",""
"10/10/2017","E","7","3","6","",""
"10/09/2017","D","6","2","1","",""
"10/09/2017","E","5","6","2","",""
"10/08/2017","D","5","7","8","",""
"10/08/2017","E","3","5","0","",""
"10/07/2017","D","4","7","6","",""
"10/07/2017","E","6","2","2","",""
"10/06/2017","D","0","8","2","",""
"10/06/2017","E","2","5","1","",""
"10/05/2017","D","0","8","2","",""
"10/05/2017","E","4","7","0","",""
"10/04/2017","D","9","6","8","",""
"10/04/2017","E","2","1","2","",""
